"_offset","job_function_id","base_name","category","is_active","level","track","seniority_level","seniority_index","_created_micros","_updated_micros"
"8123","8050000000000000076","Staffing","Corporate Services","true","3","A","A3","3","1638957366307000","1638957366307000"
"11281","8050000000000000087","Learning and Development Services","Corporate Services","true","1","A","A1","1","1638957366307000","1638957366307000"
"11530","8050000000000000087","Learning and Development Services","Corporate Services","false","1","A","A1","1","1638957366307000","1685994189148000"
"13204","8050000000000000127","Advanced Engineering","Delivery","true","2","B","B2","5","1638957366307000","1638957366307000"
"13205","8050000000000000129","Advanced Engineering","Delivery","true","4","B","B4","7","1638957366307000","1638957366307000"
"13330","8050000000000000148","Product Management","Delivery","true","2","B","B2","5","1638957366307000","1638957366307000"
"13310","8050000000000000151","Product Management","Delivery","true","5","B","B5","8","1638957366307000","1638957366307000"
"8848","8050000000000000161","Instructional Design","Delivery","true","3","B","B3","6","1638957366307000","1638957366307000"
"12053","8050000000000000247","Project Administration","Delivery","true","3","A","A3","3","1638957366307000","1638957366307000"
"9684","8050000000000000282","Data Administration","Delivery","true","4","A","A4","4","1638957366307000","1654674254918000"
"11968","8050000000000000282","Data Administration","Delivery","true","4","A","A4","4","1638957366307000","1654674254918000"
"13292","8050000000000000391","Design Management","Delivery","true","2","B","B2","5","1638957366307000","1638957366307000"
"9683","8050000000000001318","Advanced Delivery","Delivery","true","1","B","B1","4","1639652818071000","1654674230174000"
"10317","8050000000000001606","Research & Insights","Delivery","true","2","A","A2","2","1669902949201000","1669903018920000"
"10322","8050000000000001606","Research & Insights","Delivery","true","2","A","A2","2","1669902949201000","1669903018920000"
"10325","8050000000000001606","Research & Insights","Delivery","false","2","A","A2","2","1669902949201000","1669903180479000"
"10316","8050000000000001609","Research & Insights","Delivery","true","5","A","A5","5","1669902949201000","1669903018920000"
"10321","8050000000000001609","Research & Insights","Delivery","true","5","A","A5","5","1669902949201000","1669903018920000"
"10327","8050000000000001609","Research & Insights","Delivery","false","5","A","A5","5","1669902949201000","1669903180479000"
"10334","8050000000000001616","Research and Insights","Delivery","true","5","A","A5","5","1669903219302000","1669903236596000"
"11460","8050000000000001616","Research and Insights","Delivery","true","5","A","A5","5","1669903219302000","1669903236596000"
"10634","8050000000000001651","IT Infrastructure Support and Operations","Corporate Services","true","2","A","A2","2","1672736773315000","1672736797826000"
"10710","8050000000000001651","IT Infrastructure Support and Operations","Corporate Services","true","2","A","A2","2","1672736773315000","1672736797826000"
"11557","8050000000000001651","IT Infrastructure and Operations","Corporate Services","true","2","A","A2","2","1672736773315000","1673430241730000"
"10637","8050000000000001652","IT Infrastructure Support and Operations","Corporate Services","true","3","A","A3","3","1672736773315000","1672736797826000"
"10740","8050000000000001652","IT Infrastructure and Operations","Corporate Services","true","3","A","A3","3","1672736773315000","1672736797826000"
"11556","8050000000000001652","IT Infrastructure and Operations","Corporate Services","true","3","A","A3","3","1672736773315000","1673430245777000"
"10638","8050000000000001654","IT Infrastructure Support and Operations","Corporate Services","true","5","A","A5","5","1672736773315000","1672736797826000"
"10736","8050000000000001654","IT Infrastructure and Operations","Corporate Services","true","5","A","A5","5","1672736773315000","1672736797826000"
"11558","8050000000000001654","IT Infrastructure and Operations","Corporate Services","true","5","A","A5","5","1672736773315000","1673431213504000"
"10814","8050000000000001678","Advisory Consulting","Consulting","true","1","B","B1","4","1674824866998000","1674825406786000"
"13232","8050000000000001678","Advisory Consulting","Consulting","true","1","B","B1","4","1674824866998000","1674825406786000"
"10812","8050000000000001681","Advisory Consulting","Consulting","true","4","B","B4","7","1674824866998000","1674825406786000"
"13234","8050000000000001681","Advisory Consulting","Consulting","true","4","B","B4","7","1674824866998000","1674825406786000"
"10813","8050000000000001682","Advisory Consulting","Consulting","true","5","B","B5","8","1674824866998000","1674825406786000"
"13235","8050000000000001682","Advisory Consulting","Consulting","true","5","B","B5","8","1674824866998000","1674825406786000"
"10065","8050000000000001691","TESTt","Business","false","1","A","A1","1","1658649263578000","1658927656835000"
"10069","8050000000000001692","TESTt","Business","false","2","A","A2","2","1658649263578000","1658927656835000"
"10066","8050000000000001695","TESTt","Business","false","5","A","A5","5","1658649263578000","1658927656835000"
"11227","8050000000000001742","Talent Development Services","Corporate Services","true","3","A","A3","3","1681986267263000","1681994403890000"
"11537","8050000000000001742","Talent Development Services","Corporate Services","true","3","A","A3","3","1681986267263000","1681994403890000"
"11226","8050000000000001745","Talent Development Services","Corporate Services","true","2","A","A2","2","1681986267263000","1681994403890000"
"11536","8050000000000001745","Talent Development Services","Corporate Services","true","2","A","A2","2","1681986267263000","1681994403890000"
"11228","8050000000000001748","Talent Development Services","Corporate Services","true","1","A","A1","1","1681986267263000","1681994403890000"
"11534","8050000000000001748","Talent Development Services","Corporate Services","true","1","A","A1","1","1681986267263000","1681994403890000"
"11762","8050000000000001867","Functional Consulting","Delivery","true","2","B","B2","5","1696418555764000","1696419149407000"
"13128","8050000000000001867","Functional Consulting","Delivery","true","2","B","B2","5","1696418555764000","1696419149407000"
"11761","8050000000000001871","Functional Consulting","Delivery","true","4","B","B4","7","1696418555764000","1696419149407000"
"13127","8050000000000001871","Functional Consulting","Delivery","true","4","B","B4","7","1696418555764000","1696419149407000"
"11759","8050000000000001873","Functional Consulting","Delivery","true","5","B","B5","8","1696418555764000","1696419149407000"
"13130","8050000000000001873","Functional Consulting","Delivery","true","5","B","B5","8","1696418555764000","1696419149407000"
